county,radon,log_radon,floor,u_county
19,4.7,1.54756251,0,-0.024145162
19,1.4,0.33647224,0,-0.024145162
19,3.4,1.22377543,0,-0.024145162
19,4.2,1.43508453,0,-0.024145162
19,2.5,0.91629073,0,-0.024145162
19,1.4,0.33647224,0,-0.024145162
19,1.4,0.33647224,0,-0.024145162
19,1.9,0.64185389,0,-0.024145162
19,4.8,1.56861592,0,-0.024145162
19,1.4,0.33647224,1,-0.024145162
19,3.8,1.33500107,0,-0.024145162
19,8.8,2.17475172,0,-0.024145162
19,4.3,1.45861502,0,-0.024145162
19,4.4,1.48160454,0,-0.024145162
19,4.5,1.5040774,0,-0.024145162
19,2.2,0.78845736,0,-0.024145162
19,0.5,-0.69314718,0,-0.024145162
19,5.8,1.75785792,0,-0.024145162
20,5.4,1.68639895,0,0.26385546
20,7.2,1.97408103,0,0.26385546
20,5.7,1.74046617,0,0.26385546
21,7.4,2.00148,0,0.155712317
21,4.8,1.56861592,0,0.155712317
21,6.8,1.91692261,0,0.155712317
21,6.4,1.85629799,0,0.155712317
21,3.7,1.30833282,1,0.155712317
21,5.5,1.70474809,0,0.155712317
21,7.8,2.05412373,0,0.155712317
21,4.4,1.48160454,0,0.155712317
21,2.7,0.99325177,0,0.155712317
22,3.4,1.22377543,0,0.295025047
22,4.2,1.43508453,0,0.295025047
22,2.3,0.83290912,0,0.295025047
22,1.3,0.26236426,1,0.295025047
22,5.2,1.64865863,0,0.295025047
22,0.1,-2.30258509,0,0.295025047
23,2.5,0.91629073,1,0.414913663
23,3.2,1.16315081,0,0.414913663
24,3.2,1.16315081,0,0.224206986
24,9.6,2.2617631,0,0.224206986
24,4.2,1.43508453,0,0.224206986
24,9,2.19722458,0,0.224206986
24,6.3,1.84054963,0,0.224206986
24,32.6,3.48431229,0,0.224206986
24,13.2,2.58021683,0,0.224206986
24,2.2,0.78845736,1,0.224206986
24,5.6,1.7227666,1,0.224206986
25,14.3,2.66025954,0,0.196610646
25,6.9,1.93152141,1,0.196610646
25,7.6,2.02814825,0,0.196610646
25,9.8,2.28238239,1,0.196610646
25,2.6,0.95551145,0,0.196610646
25,43.5,3.77276094,0,0.196610646
25,4.9,1.58923521,0,0.196610646
25,4.9,1.58923521,0,0.196610646
25,3.5,1.25276297,0,0.196610646
25,4.8,1.56861592,0,0.196610646
25,5.6,1.7227666,0,0.196610646
25,3.5,1.25276297,0,0.196610646
25,3.9,1.36097655,0,0.196610646
25,6.7,1.90210753,0,0.196610646
26,7.9,2.06686276,0,-0.096520812
26,3.3,1.19392247,0,-0.096520812
26,2.1,0.74193734,1,-0.096520812
26,1.6,0.47000363,0,-0.096520812
26,4,1.38629436,0,-0.096520812
26,1.8,0.58778666,0,-0.096520812
26,2.5,0.91629073,0,-0.096520812
26,11.2,2.41591378,0,-0.096520812
26,2.6,0.95551145,0,-0.096520812
26,3.9,1.36097655,0,-0.096520812
26,7.4,2.00148,0,-0.096520812
26,1.3,0.26236426,0,-0.096520812
26,0.9,-0.10536052,0,-0.096520812
26,0.4,-0.91629073,0,-0.096520812
26,2.5,0.91629073,1,-0.096520812
26,6,1.79175947,0,-0.096520812
26,2,0.69314718,0,-0.096520812
26,5.4,1.68639895,0,-0.096520812
26,3,1.09861229,0,-0.096520812
26,2.9,1.06471074,0,-0.096520812
26,5.5,1.70474809,0,-0.096520812
26,4.1,1.41098697,0,-0.096520812
26,3.9,1.36097655,0,-0.096520812
26,14.9,2.70136121,0,-0.096520812
26,7.2,1.97408103,0,-0.096520812
26,2.3,0.83290912,0,-0.096520812
26,2.8,1.02961942,1,-0.096520812
26,4.4,1.48160454,0,-0.096520812
26,1.5,0.40546511,0,-0.096520812
26,8.6,2.1517622,0,-0.096520812
26,5.6,1.7227666,0,-0.096520812
26,8.6,2.1517622,0,-0.096520812
26,3.8,1.33500107,0,-0.096520812
26,1.8,0.58778666,0,-0.096520812
26,1.9,0.64185389,0,-0.096520812
26,5.5,1.70474809,0,-0.096520812
26,2.5,0.91629073,0,-0.096520812
26,0.8,-0.22314355,1,-0.096520812
26,2.1,0.74193734,0,-0.096520812
26,2.8,1.02961942,0,-0.096520812
26,3.9,1.36097655,0,-0.096520812
26,4.3,1.45861502,0,-0.096520812
26,4.7,1.54756251,0,-0.096520812
26,2.8,1.02961942,0,-0.096520812
26,4.1,1.41098697,0,-0.096520812
26,1.6,0.47000363,0,-0.096520812
26,4.3,1.45861502,0,-0.096520812
26,0.7,-0.35667494,1,-0.096520812
26,5.5,1.70474809,0,-0.096520812
26,3.3,1.19392247,1,-0.096520812
26,5.5,1.70474809,0,-0.096520812
26,2.5,0.91629073,0,-0.096520812
26,2.7,0.99325177,0,-0.096520812
26,8.4,2.12823171,0,-0.096520812
26,3.3,1.19392247,0,-0.096520812
26,3.2,1.16315081,0,-0.096520812
26,8.6,2.1517622,0,-0.096520812
26,1.7,0.53062825,0,-0.096520812
26,5.7,1.74046617,0,-0.096520812
26,13,2.56494936,0,-0.096520812
26,2.7,0.99325177,0,-0.096520812
26,4.7,1.54756251,0,-0.096520812
26,5.6,1.7227666,0,-0.096520812
26,13.8,2.62466859,0,-0.096520812
26,7.6,2.02814825,1,-0.096520812
26,5.7,1.74046617,0,-0.096520812
26,4.6,1.5260563,0,-0.096520812
26,7.6,2.02814825,0,-0.096520812
26,2.6,0.95551145,0,-0.096520812
26,4.5,1.5040774,0,-0.096520812
26,5.9,1.77495235,0,-0.096520812
26,2.2,0.78845736,0,-0.096520812
26,2.4,0.87546874,0,-0.096520812
26,4,1.38629436,0,-0.096520812
26,4.6,1.5260563,0,-0.096520812
26,4.6,1.5260563,0,-0.096520812
26,10.9,2.38876279,0,-0.096520812
26,7.6,2.02814825,0,-0.096520812
26,3,1.09861229,0,-0.096520812
26,1.5,0.40546511,0,-0.096520812
26,1.6,0.47000363,1,-0.096520812
26,16.5,2.80336038,0,-0.096520812
26,3.1,1.13140211,0,-0.096520812
26,5.1,1.62924054,0,-0.096520812
26,4.9,1.58923521,0,-0.096520812
26,6,1.79175947,0,-0.096520812
26,0.9,-0.10536052,1,-0.096520812
26,1.8,0.58778666,0,-0.096520812
26,3.9,1.36097655,0,-0.096520812
26,5.6,1.7227666,0,-0.096520812
26,0.4,-0.91629073,1,-0.096520812
26,2.6,0.95551145,0,-0.096520812
26,3.6,1.28093385,0,-0.096520812
26,6.2,1.82454929,0,-0.096520812
26,23.6,3.16124671,0,-0.096520812
26,3.9,1.36097655,0,-0.096520812
26,2.9,1.06471074,0,-0.096520812
26,3,1.09861229,0,-0.096520812
26,4.7,1.54756251,0,-0.096520812
26,3,1.09861229,0,-0.096520812
26,4.2,1.43508453,0,-0.096520812
26,3.8,1.33500107,0,-0.096520812
26,3,1.09861229,0,-0.096520812
26,4.3,1.45861502,0,-0.096520812
26,2.9,1.06471074,1,-0.096520812
27,3.4,1.22377543,0,0.503529069
27,8.5,2.14006616,0,0.503529069
27,9,2.19722458,0,0.503529069
27,4.8,1.56861592,1,0.503529069
27,3.6,1.28093385,0,0.503529069
27,2.2,0.78845736,1,0.503529069
28,2.8,1.02961942,1,-0.400596977
28,0.8,-0.22314355,1,-0.400596977
28,1.5,0.40546511,0,-0.400596977
28,4.6,1.5260563,0,-0.400596977
28,3.7,1.30833282,1,-0.400596977
29,3.6,1.28093385,0,-0.751872233
29,3,1.09861229,0,-0.751872233
29,2.2,0.78845736,0,-0.751872233
30,1.9,0.64185389,0,-0.663347631
30,2.6,0.95551145,0,-0.663347631
30,1.8,0.58778666,0,-0.663347631
30,2.4,0.87546874,0,-0.663347631
30,4.3,1.45861502,0,-0.663347631
30,2.6,0.95551145,0,-0.663347631
30,1.1,0.09531018,0,-0.663347631
30,3.3,1.19392247,0,-0.663347631
30,2.5,0.91629073,0,-0.663347631
30,9.4,2.24070969,0,-0.663347631
30,1.3,0.26236426,0,-0.663347631
31,8.4,2.12823171,0,0.309020285
31,5,1.60943791,0,0.309020285
31,2.9,1.06471074,0,0.309020285
31,13.1,2.57261223,0,0.309020285
31,15.3,2.72785283,0,0.309020285
32,1.8,0.58778666,0,-0.053386009
32,3.8,1.33500107,0,-0.053386009
32,7.9,2.06686276,0,-0.053386009
32,2.6,0.95551145,0,-0.053386009
33,11.3,2.42480273,0,0.109732943
33,4.1,1.41098697,0,0.109732943
33,12.3,2.50959926,0,0.109732943
33,6.7,1.90210753,0,0.109732943
34,6.9,1.93152141,0,-0.007803367
34,4.5,1.5040774,1,-0.007803367
34,0.9,-0.10536052,1,-0.007803367
35,1.7,0.53062825,0,-0.881828921
35,1.4,0.33647224,0,-0.881828921
35,2,0.69314718,1,-0.881828921
35,1,0,1,-0.881828921
35,1,0,0,-0.881828921
35,2.8,1.02961942,1,-0.881828921
35,1.3,0.26236426,1,-0.881828921
36,11.3,2.42480273,1,0.311029879
36,16,2.77258872,0,0.311029879
37,1.3,0.26236426,1,-0.691596384
37,1.3,0.26236426,0,-0.691596384
37,1.6,0.47000363,0,-0.691596384
37,0.9,-0.10536052,0,-0.691596384
37,2.8,1.02961942,0,-0.691596384
37,0.5,-0.69314718,0,-0.691596384
37,1.5,0.40546511,0,-0.691596384
37,7.1,1.96009478,0,-0.691596384
37,0.5,-0.69314718,0,-0.691596384
38,10.1,2.31253542,0,-0.681708848
38,4.3,1.45861502,1,-0.681708848
38,3.3,1.19392247,0,-0.681708848
38,2.9,1.06471074,1,-0.681708848
39,12.5,2.52572864,0,0.194447737
39,4.2,1.43508453,1,0.194447737
39,4.5,1.5040774,0,0.194447737
39,3.9,1.36097655,0,0.194447737
39,3.3,1.19392247,0,0.194447737
40,17.5,2.86220088,0,0.444903746
40,10.6,2.360854,0,0.444903746
40,7.9,2.06686276,0,0.444903746
40,3.5,1.25276297,1,0.444903746
41,6.5,1.87180218,0,0.394734406
41,6.9,1.93152141,1,0.394734406
41,5.1,1.62924054,0,0.394734406
41,12,2.48490665,0,0.394734406
41,5.1,1.62924054,0,0.394734406
41,8.9,2.18605128,0,0.394734406
41,5.8,1.75785792,0,0.394734406
41,4.6,1.5260563,0,0.394734406
42,3.9,1.36097655,0,0.149600343
43,1.5,0.40546511,1,0.013764829
43,23.8,3.16968558,0,0.013764829
43,0.9,-0.10536052,1,0.013764829
43,1.4,0.33647224,1,0.013764829
43,1.1,0.09531018,1,0.013764829
43,2.8,1.02961942,0,0.013764829
43,48.2,3.87535902,0,0.013764829
43,0.9,-0.10536052,1,0.013764829
43,8.3,2.11625551,0,0.013764829
44,4.1,1.41098697,0,0.165861836
44,0.5,-0.69314718,1,0.165861836
44,6.7,1.90210753,0,0.165861836
44,7.5,2.01490302,0,0.165861836
44,9.2,2.21920348,0,0.165861836
44,0.5,-0.69314718,0,0.165861836
44,1.5,0.40546511,0,0.165861836
45,10.3,2.3321439,0,0.140422594
45,3.9,1.36097655,0,0.140422594
45,1.8,0.58778666,0,0.140422594
45,9.9,2.29253476,0,0.140422594
45,2.3,0.83290912,0,0.140422594
45,4.4,1.48160454,0,0.140422594
45,2.8,1.02961942,0,0.140422594
45,1.1,0.09531018,1,0.140422594
45,1.2,0.18232156,0,0.140422594
45,1.6,0.47000363,1,0.140422594
45,25.4,3.23474917,1,0.140422594
45,0,-2.30258509,1,0.140422594
45,10.6,2.360854,0,0.140422594
46,2.3,0.83290912,0,0.023950874
46,3.9,1.36097655,0,0.023950874
46,7.2,1.97408103,0,0.023950874
46,2.1,0.74193734,0,0.023950874
46,3.2,1.16315081,0,0.023950874
47,0.5,-0.69314718,1,-0.210059522
47,5.7,1.74046617,0,-0.210059522
48,1.4,0.33647224,0,-0.093226652
48,2.1,0.74193734,0,-0.093226652
48,4.4,1.48160454,0,-0.093226652
48,2.4,0.87546874,0,-0.093226652
48,4.9,1.58923521,0,-0.093226652
48,3,1.09861229,1,-0.093226652
48,3,1.09861229,0,-0.093226652
48,2.8,1.02961942,0,-0.093226652
48,3.9,1.36097655,0,-0.093226652
49,10.9,2.38876279,0,0.260932471
49,6.4,1.85629799,0,0.260932471
49,2,0.69314718,0,0.260932471
49,3,1.09861229,0,0.260932471
49,4.5,1.5040774,0,0.260932471
49,2.1,0.74193734,0,0.260932471
49,8,2.07944154,0,0.260932471
49,1.3,0.26236426,1,0.260932471
49,9.2,2.21920348,0,0.260932471
49,1.1,0.09531018,1,0.260932471
49,10.6,2.360854,0,0.260932471
49,24,3.17805383,0,0.260932471
49,9.1,2.20827441,0,0.260932471
50,12.1,2.49320545,0,0.398849943
51,8.1,2.09186406,0,0.248046873
51,10.8,2.37954613,0,0.248046873
51,4.2,1.43508453,0,0.248046873
51,15.7,2.75366071,0,0.248046873
52,5.4,1.68639895,0,0.405451775
52,6.2,1.82454929,0,0.405451775
52,9.7,2.27212589,0,0.405451775
53,8.1,2.09186406,0,0.265221717
53,1.6,0.47000363,0,0.265221717
53,1.6,0.47000363,1,0.265221717
54,6.4,1.85629799,0,0.243150079
54,4.4,1.48160454,0,0.243150079
54,11.2,2.41591378,0,0.243150079
54,10,2.30258509,0,0.243150079
54,4.5,1.5040774,0,0.243150079
54,8,2.07944154,0,0.243150079
54,2.3,0.83290912,0,0.243150079
54,3.2,1.16315081,0,0.243150079
54,5,1.60943791,0,0.243150079
54,4.1,1.41098697,0,0.243150079
54,1.1,0.09531018,0,0.243150079
54,2,0.69314718,0,0.243150079
54,1.1,0.09531018,1,0.243150079
54,2.9,1.06471074,0,0.243150079
54,2.1,0.74193734,0,0.243150079
54,7.8,2.05412373,0,0.243150079
54,3.8,1.33500107,0,0.243150079
54,2.5,0.91629073,0,0.243150079
54,2.9,1.06471074,0,0.243150079
54,1.7,0.53062825,1,0.243150079
54,2.5,0.91629073,0,0.243150079
54,9.4,2.24070969,0,0.243150079
54,0.6,-0.51082562,1,0.243150079
55,2.7,0.99325177,0,-0.204730369
55,1.1,0.09531018,1,-0.204730369
55,2.1,0.74193734,1,-0.204730369
55,12,2.48490665,0,-0.204730369
55,12.6,2.53369681,1,-0.204730369
55,3.2,1.16315081,0,-0.204730369
55,4.2,1.43508453,0,-0.204730369
55,3.8,1.33500107,0,-0.204730369
56,3.7,1.30833282,1,-0.074027668
56,5.8,1.75785792,0,-0.074027668
56,0.3,-1.2039728,1,-0.074027668
57,4.1,1.41098697,0,-0.16329217
57,2.8,1.02961942,0,-0.16329217
57,1.9,0.64185389,0,-0.16329217
57,1.2,0.18232156,1,-0.16329217
57,1.2,0.18232156,0,-0.16329217
57,1.5,0.40546511,0,-0.16329217
58,9.4,2.24070969,0,0.478604039
58,1.7,0.53062825,0,0.478604039
58,12.1,2.49320545,0,0.478604039
58,4.3,1.45861502,1,0.478604039
59,6.9,1.93152141,0,0.266111083
59,1.4,0.33647224,1,0.266111083
59,2.5,0.91629073,1,0.266111083
59,9.6,2.2617631,0,0.266111083
60,3.8,1.33500107,0,0.281148274
60,3.4,1.22377543,0,0.281148274
61,6.8,1.91692261,0,-0.418053511
61,3.6,1.28093385,0,-0.418053511
61,2.2,0.78845736,0,-0.418053511
61,2.6,0.95551145,0,-0.418053511
61,2.1,0.74193734,0,-0.418053511
61,7,1.94591015,0,-0.418053511
61,1.2,0.18232156,0,-0.418053511
61,3.8,1.33500107,0,-0.418053511
61,3.5,1.25276297,0,-0.418053511
61,4.2,1.43508453,0,-0.418053511
61,1.6,0.47000363,1,-0.418053511
61,2.8,1.02961942,1,-0.418053511
61,8.6,2.1517622,0,-0.418053511
61,6.2,1.82454929,0,-0.418053511
61,5.2,1.64865863,0,-0.418053511
61,2.7,0.99325177,0,-0.418053511
61,1.2,0.18232156,0,-0.418053511
61,3.5,1.25276297,0,-0.418053511
61,5.5,1.70474809,0,-0.418053511
61,10.1,2.31253542,1,-0.418053511
61,5.5,1.70474809,0,-0.418053511
61,1.2,0.18232156,0,-0.418053511
61,4.9,1.58923521,0,-0.418053511
61,4,1.38629436,0,-0.418053511
61,3.5,1.25276297,0,-0.418053511
61,2.5,0.91629073,0,-0.418053511
61,1.2,0.18232156,0,-0.418053511
61,2.7,0.99325177,0,-0.418053511
61,1.7,0.53062825,0,-0.418053511
61,3.1,1.13140211,0,-0.418053511
61,0.7,-0.35667494,0,-0.418053511
61,1,0,0,-0.418053511
62,1.9,0.64185389,0,0.366322259
62,3.8,1.33500107,0,0.366322259
62,8.9,2.18605128,0,0.366322259
62,7.4,2.00148,0,0.366322259
62,20.7,3.0301337,1,0.366322259
63,6,1.79175947,0,0.380577977
63,2.1,0.74193734,0,0.380577977
63,5.8,1.75785792,1,0.380577977
64,9.7,2.27212589,0,0.193146093
64,6.4,1.85629799,0,0.193146093
64,4.6,1.5260563,0,0.193146093
64,5.6,1.7227666,0,0.193146093
64,19,2.94443898,0,0.193146093
64,2.4,0.87546874,1,0.193146093
64,3,1.09861229,0,0.193146093
64,5.1,1.62924054,0,0.193146093
64,7.7,2.04122033,0,0.193146093
64,8.1,2.09186406,0,0.193146093
64,4.7,1.54756251,0,0.193146093
65,8.4,2.12823171,0,0.528024865
65,1.6,0.47000363,0,0.528024865
66,6,1.79175947,1,-0.212045365
66,1.1,0.09531018,1,-0.212045365
66,11.4,2.43361336,0,-0.212045365
66,4.3,1.45861502,1,-0.212045365
66,3.6,1.28093385,1,-0.212045365
66,10.3,2.3321439,0,-0.212045365
66,3.4,1.22377543,1,-0.212045365
66,3.1,1.13140211,0,-0.212045365
66,3.6,1.28093385,0,-0.212045365
66,2.7,0.99325177,0,-0.212045365
66,4,1.38629436,0,-0.212045365
66,1.2,0.18232156,1,-0.212045365
66,1.7,0.53062825,1,-0.212045365
66,4.2,1.43508453,1,-0.212045365
67,19.3,2.9601051,1,0.063115634
67,9.1,2.20827441,1,0.063115634
67,2,0.69314718,0,0.063115634
67,11.4,2.43361336,0,0.063115634
67,10.2,2.32238772,0,0.063115634
67,2.1,0.74193734,1,0.063115634
67,1.2,0.18232156,0,0.063115634
67,3.2,1.16315081,0,0.063115634
67,2,0.69314718,1,0.063115634
67,4.3,1.45861502,0,0.063115634
67,2.2,0.78845736,0,0.063115634
67,5.4,1.68639895,0,0.063115634
67,25.2,3.22684399,0,0.063115634
68,5.1,1.62924054,0,-0.683436482
68,2.3,0.83290912,0,-0.683436482
68,3.2,1.16315081,0,-0.683436482
68,2.5,0.91629073,0,-0.683436482
68,2.8,1.02961942,0,-0.683436482
68,3.1,1.13140211,0,-0.683436482
68,1.6,0.47000363,0,-0.683436482
68,4.7,1.54756251,0,-0.683436482
69,4,1.38629436,0,0.237212123
69,5,1.60943791,0,0.237212123
69,1.5,0.40546511,0,0.237212123
69,4.8,1.56861592,0,0.237212123
70,0.8,-0.22314355,0,-0.474673717
70,0.5,-0.69314718,1,-0.474673717
70,2.4,0.87546874,0,-0.474673717
70,2.3,0.83290912,0,-0.474673717
70,4.6,1.5260563,0,-0.474673717
70,11,2.39789527,0,-0.474673717
70,14.9,2.70136121,0,-0.474673717
70,8.6,2.1517622,0,-0.474673717
70,4.5,1.5040774,0,-0.474673717
70,1.5,0.40546511,0,-0.474673717
70,3.9,1.36097655,0,-0.474673717
70,1.8,0.58778666,0,-0.474673717
70,1.6,0.47000363,0,-0.474673717
70,0.5,-0.69314718,0,-0.474673717
70,0.4,-0.91629073,1,-0.474673717
70,0.5,-0.69314718,1,-0.474673717
70,8.7,2.16332303,0,-0.474673717
70,1.6,0.47000363,1,-0.474673717
70,1.4,0.33647224,0,-0.474673717
70,8.7,2.16332303,0,-0.474673717
70,11.1,2.40694511,0,-0.474673717
70,1.5,0.40546511,0,-0.474673717
